text,label
rt    come   n get it   woowoo    httpurl,0
dm me   im in joyah mode,0
rt     i think that one is called the ribs   isi ayam with some rangka tulang   then u have keels   all meat no bone,0
user   business 16122716330 7 httpurl,0
to me it  s something like this   mmm i wanna suck       fluster   n no do n t want this     cute fluster  smiling_face_with_sunglasses,1
rt    they cut liam off  face_with_tears_of_joy   face_with_tears_of_joy   face_with_tears_of_joy  and louis just laughed at him,1
rt    congratulations to viola davis for receiving her hollywood walk of fame star today   httpurl,0
are you concerned about your  playing  and helmet to helmet contact    httpurl,1
morten middelfart is now following me on twitter   thank you morten middelfart   say hello a     httpurl httpurl,0
of course,1
when everyone in the squad is looking good then you  re a hotdog   xd  httpurl,1
what do you know about pathological    httpurl,1
iris   laurel   i love queens   for   revolving_hearts  cc lucidhale   vine by    httpurl,0
user   hdfworm httpurl,0
eh   like i said i  m mostly doing this for my health,1
the only thing worse than people who use hashtags on facebook   is people who do n t even know how to use a hashtag,1
nd ko gets sir,0
may need to lock trump up that day   watch to see if he s buying tic tac       no groping           httpurl,0
exactly,1
the crooked press     political intell community     schemer clown   how can you support this idiot   he  s     httpurl,0
i lose it everytime i see this tweet im cryign httpurl,0
give a positive or negative rating   home   give a positive or negative rating     on the surface most of us wo     httpurl,1
no more headaches no more migraines httpurl,1
rt    not to get soft but clarke and bellamy both feel so comfortable crying in front of each other i really love that,0
user   emanuellenrd 27 httpurl,0
pheromones yo,0
rt     um finally a tag for me     httpurl,0
magnetic brain stimulation shows promise against eating disorders   depression treatments   httpurl,1
troglodytism does not necessarily imply a low cultural level,0
what to eat to prevent heart disease   heart health   httpurl,1
i have 8 pairs of jeans but i only wear khakis,1
a surgeon got really surly with me there last time because i had to put him on hold to call a code   it is a scary place,1
miralurks scare me but not as much as those giant ass mosquitos,1
if i want lies i go to fox   alt right   etc   enough       if hays   maddow   mcdonald   reid leave msnbc i     httpurl,0
you guys were f       ing awesome on strictly     kissing_face_with_smiling_eyes,1
user   weavewindrecords httpurl,0
would you be interested in playing in our charity football match  in may for    httpurl,1
till death do us part yong ourfourthluckysun,0
it does n t look good for the    just like we all knew   but hoped for a win anyway   wait until next season   lol,0
you can defend a human abuse victim while still believing they shouldn tbe abusing animals actually makes sense,1
is that true that sex can prevent migraine   best answer plz         httpurl,1
asap parts unlimited httpurl,0
she was a student in the university there in auckland   so one night   my mum cooked lobsters and kepala ikan   my mum invited her   friends,0
ballsy the iguana is back   getting his tan on,1
overcome depressive disorders   adhd plus drugs   dealing with illness   hiding trouble   improving performance     des     httpurl,1
dude i  ve been thinking about this while i play,1
young   black and depressed   httpurl,1
nanny asks   do you go into work when it  s dangerous to drive in the snow   we got a foot of snow   most schools     httpurl,1
was aiming for a 4 again this semester but welp   rip in pieces   aish,0
i  m so depressed that when i wake up from sleep   i do n t want to face the day,0
oh jesus httpurl,0
i feel you joebudden,1
well,0
i  m voting  for  at the   climb on board,0
why do fake dating aus get me so good,0
this might be the strangest conversation of my 24 1 2 years of life,1
face_with_rolling_eyes    get the 7   with the lowest memory then   the camera  s much nicer than a 6s,0
well hey   at least i  m not the thirsty one texting his ex at 3 am in the morning,0
lemme warm you up,1
talk business   usethesesuggestionstoneverdealwithdepressionagain   httpurl,1
overcome depression   research the archives   httpurl,1
pipeline tothe tower   is putin partowner   you guy sure did job for him   had to quit watching whenr     httpurl,0
overcome depressive disorders   treating depressive disorders fails to invert cognitive loss in bipolar support gro     httpurl,1
it does n t feel like the last day of 2015,1
honestly just never liked her i wish i had been woke enough to have real reasons but       her and alison     yikes,0
only a communist feels this strongly about russia   putin       httpurl,0
western hospital httpurl,0
fact check   trump errs in reply to meryl streep httpurl via,0
rt    the truth about cats  alien  httpurl,1
sitting at a red light a redneck with his pickup   marlboro red and window down glared at me til the light turned green,1
it died,0
tyler was at shelleys party i love living,0
suck my ass,1
20 things a pill ca n t do for you   a doctor explains via mbg   httpurl,1
how much freedom of choice do you feel you actually hav       all the freedom in the world httpurl,1
morning motivation  red_heart  httpurl,1
what does love  mean   httpurl,1
i get that other majors are hard   but coming up with original   purposeful     appealing concepts at least once a week ain t easy,0
personal development conclusion using these easy ideas   via rclaws   newsvine   httpurl,1
fucking bulls mannn,1
do n t want anybody to get hurt   but i wo n t mind if rodgers is a bit sore when the  face my  in the last game,0
that being said   you  ll know when the time is right for you   so take it easy   we  re all trying to be better muslims,0
going on day 4 of this sickness    praying my poor baby gets better soon    going to have to pry him     httpurl,1
i stopped  in a very demonic pose   yassss httpurl,1
was trying to catch up on my social media and my princess was not having it   she wanted some     httpurl,1
rt    i  m here again yong paytforluckysun,0
shelah marie sharing her personal story about her battle with depression          httpurl,1
trump thanks himself for rising consumer confidence index httpurl via  thanks abc for you   expert   opinion,0
not to mention most likely fatal   heyo,1
smh too unbiased not to    guess ill check keefs shit toob,1
i really need my one friend to talk to but i feel like they get annoyed with me because i always go to them when i  m like this,1
rt    yong paytforluckysun,0
rt    your belief that the behavior of others must be controlled just means you are vulnerable to their behavior,1
rt    amen      if  have the courage to begin   they have the courage to succeed,1
circle  s end   depression therapy   student offers healing from her therapeutic       httpurl,1
will be the bullshitter in chief   he  s such a con man and his stupid supporters believe him   i hope he gets impeached,0
rt      who are you to criticize the way i grew up     i do n t think george karl is qualified to speak on the way i grew up,0
ask  how i feel about hoodies,1
and the guy   wip   httpurl,0
the world looks as if it has been left in the custody of trolls     father robert f   capon,0
rt      a problem is a chance for you to do your best       duke ellington tuesyong tilltheend,0
you suck,0
are black americans killed at 12 times the rate of people in other developed countries    httpurl,1
renew the royals,0
talk business   howtodealwithyourdepressionsymptoms   httpurl,1
rt       thank you  red_heart   rocket  httpurl,1
idk but y know   it makes sense,1
rt    this is nollie   she  s waving at you   if you do n t wave back you  re a monster   she  s also portable as hell   12 10 httpurl,0
deckporchpatio httpurl httpurl,0
honestly i  m more excited to be able to play fallout 4 for the rest of the day,1
rt    this one too much yknow httpurl,0
and the other one,1
one of the things that i  m grateful for is my face   the fact that i do n t need to wash it or use products on it to maintain it,0
i posted a new video to facebook httpurl,1
what is uninterruptible power supply for httpurl,0
a good photograph is knowing where to stand     ansel adams,0
why blame school shootings on    httpurl,1
so this is the reason     httpurl,0
people change httpurl with it wearepayting foryong,0
nigel floyed william is now following me on twitter   thank you nigel floyed william   say h     httpurl httpurl,0
what this country needs is a good 5 dollar plasma weapon,0
do you not believe me,1
rt     later   yong paytforluckysun,0
just a thought on pinterest   100 pins on thich nhat hanh   henry ford       httpurl,1
yeah man smh y all always hang out without me,0
prime location httpurl,0
hes so cute fuck,1
depression treatments   9 things to do or say when a loved one talks about taking their life   httpurl,1
dedicated to mending broken lives   imperial college london   depression treatments   httpurl,1
jose cruz  s girlfriend speaking out for the first time     why did he have to shoot him     httpurl,1
jesus was killed by a moral majority,0
fucking hell,1
post a pic of you on new year  s eve     httpurl,1
rt    we gave you our best,0
are you drunk rn,1
rt    4 days until sgfg   this is my favourite character and song   this is   outerspace   httpurl,1
the sunshine avenue   here  s where microsoft  s apparent next ceo   satya nadella   sees opportunity   quartz   httpurl,1
rt    dumba    takes the 1 0 lead with 3 28 left in the first    httpurl,1
social justice warrior   you know   fighting for the minorities   equal rights   feminism   lgbt   etc,0
blocked,0
aleph dabbed,0
rt    watching wilder  s magic as wonka   is a great way to start 2017   keep making those funky dreams in 2017   much love    rainbow   musical_score   sleeping_face       frog_face   lady_beetle,0
sydney institute of plastic surgery httpurl,0
omfg,1
party vegas style is now following me on twitter   thank you party vegas style   say hello a     httpurl httpurl,0
paulsrubbishremovalmelbourne httpurl,0
crying_face    hugs you,0
aim high,1
if you have n t been up til 4 am watching comic con panels have you really ever actually been on the internet,0
keep grindin,1
vision   bringing the family voice to addiction and recovery   mission   embrace   educate   and empower families and     httpurl,1
what is aloe vera     medical news today   depression treatments   httpurl,1
prof youre gonna make us rich,1
rt    if you are awake and conscious   you should be at rockefeller plaza   cause we  re here   and i miss you,1
life scares me   so i do n t do life well   stuff grown folks do   i do n t   like get married or even just have a relationship,0
no respect for anyone   fits right into the roger ailes gang       i know he  s gone but his smell rem     httpurl,0
franklin   churchill   stevenson   lets alll unite to make everyone happier  3,1
know what i think   i think its time for the pink haired harajuku phase,0
golden ta   chi,0
no i  m literally crying,1
this imposing presence     he is no ordinary opponent   be on your guard,0
my eyes,0
when sleep ceases to become a refuge from depression,0
rt    if smoking cigarettes was n t classy   my rolls would n t have 2 big ass ash trays  beer_mug   beer_mug   beer_mug  to all my smokers   do n t let them tell y,0
rt    happy the world is so passionate about  lets find a global voice for all the animals that haven t been given,1
rt    been listening to my mates  new album   httpurl,1
me rn   httpurl,1
roses are red   violets are blue   you should dm me,1
rt    sr trump   the intelligence report is devastating losing election by more than 3m votes and in addition this are you a leg,0
jesus   give me patience and strength today,1
in the african american community   httpurl,1
really wanna go get pizza for dinner but my bank account has got insufficient funds,1
rt    best way to get back at someone is success,1
ok ok,0
rt    gotta stay high all the time to forget i  m missing you,1
maybe you dont fwm but your girl does n maybe you dont know it but we made fools love,1
postpartum depression   depression treatments   httpurl,1
twerks,0
if hes rich   he can choke me   daddy,0
rt    tim mcgraw and eric church at wefest next year,1
the  have a better running game and a better offensive line   but i think our defense is better than theirs,0
funny how a song can transport you to a time and place     remind you of someone     causing a physical jolt     changing the moment instantly,1
rt      suicide is not a joke   mental illness is not a joke   self harm is not a joke   being raised by a single parent is n,1
rt    flying displays by vintage jets   significantly restricted   until further notice by caa   limited to fly pasts,1
parks httpurl,0
assembleeprovincialekinshasa cd httpurl,0
rt    rt if you  re not pissed httpurl,0
i am a fortress of secrets,1
fair enough then   to each their own,1
i envy the slow lifestyle the people in italy are living in   sit down   sip a cup of coffee   let time pass by without a care in the world,0
i do n t see how you can hate on hawaiian pizza like that   most people probably have n t even tried it,1
rt    the ratchetness is real this halloween,1
are they in the swamp or out of the swamp   httpurl,0
may god be with the family and prayers go out to them   angie,1
rt    the god you serve is bigger than the problems you encounter,1
all i had today was some honeybaked turkey sandwiches and some cheese sticks   your gumbo sounds delicious,0
he who invents adages for others to peruse takes along rowboat when going on cruise,0
house gop can now fire any government employee who opposes trump httpurl via,0
feeling kind of useless   this feeling is shit     dk why am i even feeling this,1
rt    how did jordan reed catch that,1
thank god for you       i  ve been trying for sometime to make people aware of this propagandist   what is tryi     httpurl,0
oh cool   people say i look just like him     brushes dust off shoulders   can i be your favourite ppl too,0
yeah     you won big       3 000   000 votes less than hc   man   thats big   just wondering if you believe yo     httpurl,0
i  m gonna stalk that lil shadow of a man,0
sweeeeeet,1
rt    my brother   who should have definitely been killed when i shot him with an arrow some years ago   just texted me this httpurl,0
tips on raising boys with    httpurl,1
rt    love does n t exist,1
i was literally just about to tweet this but hey   cast,0
welp neighbors pissed   roommates pissed,1
oh you poor girl   i  m actually pretty lucky as far as retail jobs go tbh,1
footage from the time he was 17   choice,0
rt    as a  you always need to dominate your surroundings   and are usually able to do so,1
ppl sleep too much on him man,0
hey you guys should give me some questions to answer in my first q an a vlog,1
tried to call you just now matey   will try again in a bit   exciting times with this footie event now,1
rt    waiting for  like     lol    httpurl,0
user   tcfamilydentistry httpurl,0
you do n t just shove it in   that  s so rude     watching 50 shades of grey,1
rt    i like how ninja turtles wear masks   good way to hide your identity   it  s not like you  re a giant fucking turtle or an,1
rt    i love girls girlsgirlsgirlsgirlsgirls girls are so pretty   thnx for existing and being pretty   i love girls,0
bannon   trump   alt right   first two campaign managers love putin     httpurl,0
mood   cracking up  how do walk up to someone   forget that you dated each other as well as you     httpurl,1
yeah going vegan has n t help my skin at all honestly      but i dont get migraines anymore and i think it  s related to that haha,1
can you get menstrual migraines even if you do n t get regular migraines   httpurl,1
how can people take the time to hack a computer   i do n t even have the patience to solve a rubik  s cube,1
trump recorded having extremely lewd conversation about women in 2005 httpurl this was enough       but we have more,0
so much for tryna sleep,1
its hard though   when people look at me all they say is   oh you  re so pretty   cute   i wanna be the jejaka melayu terakhir,0
that seems like something phil would do tbh,1
rt      it is a happy moment when our desire crosses with the will of heavenly father,1
huril says she ll ask her parents first   also she said u cute     jk   i  m the one who said that,0
hardwood flooring northern va httpurl httpurl,0
i knew you were trouble when you walked in   shame on me now   flew me to places i  ve never been   now i  m lying on the cold hard ground,1
urgh   awful  crying_face,1
bad for america   flynn       httpurl,0
zayn for best video   we  re voting for  by  for  at the    httpurl,0
zayn and camila are the real snakes of this industry do yall finally get it,0
rt    i make the city move     httpurl,0
rentalshop 30a httpurl,0
rt    like us on fb httpurl,1
in the market   there can be no such thing as exploitation     murray rothbard,0
this is it,0
rt      we want to make a difference and make our fans feel good about themselves and feel better,1
what  s good at china king cuisine   ask china king httpurl,0
i   e   i  ve already gotten into it with my boss this morning     sigh,1
nick valentine better get max approval after this damn quest   i deserve it,1
ur so cute ily  purple_heart   purple_heart   purple_heart  i also love the moon choker,0
overcome depression   pearl harbor attack was long ago   but never forgotten   chillicothe gazette   httpurl,1
rt    god always wants to give you a fresh beginning   no matter what has happened to you   god still has a plan for your life,1
user   bamboostore httpurl,0
beard  smiling_face_with_heart eyes,1
legal ally httpurl,0
it has been two days since my last coffee,1
all these people hating on pineapple is hilarious httpurl,1
see you on the next level     season 2,0
rt    this album release time is so exciting   just want everyone to hear the album   love it  smiling_face_with_smiling_eyes,1
so tiny and cute,0
the world will be different after jan   20 you door knob   but not for the better       httpurl,0
hey sarah   mcneill   zink thanks for the follow,0
i just want all my favorite bands to know that you  re all so special to me   i adore all of you  re music    d it gives me so much hope,1
it just means pics of the fc and people use it so their tags look better than tagging it as   face   or whatever,0
thank god,1
how much can i disrespect emma       httpurl,0
remember this  face_with_tears_of_joy   face_with_tears_of_joy   face_with_tears_of_joy   i  m gettin out on the other side lmao httpurl,0
have you thought about how many lies you and your administration will be caught telling during your time as president,0
hey joe   how doestrump   putin fit into prophesy   and what is the point   you do know that ss   medicare ar     httpurl,0
nope i already have plans for that one too,1
glue,1
rt    first hemmo 1996 and now luke_is_a_penguin,1
shut up   old dude   drink a glass of warm milk then muster up your courage and step down   you can t do the job,0
rt     judge upholds anti puppy mill ban   adopt do n t shop   httpurl httpurl,1
rt       granted a wish on next week  s    yeah boiiiiii  speaking_head  httpurl,0
wth   the malay word for albino is balar   night stalker  s name is balanar   wtf are you calling me a bloodsucking nig     httpurl,0
i have been experiencing nausea after eating for the last one to two weeks   httpurl,1
rt    do n t call me   emo   or i will cry you a river of blood and pain and die and it will all be your fault,1
12 qualities of an  person    httpurl,1
you won   putin won   37   won however   all the rest of us lost       yu do n t know how to run nation   hell     httpurl,0
overcome depression   tn voices   prevent emotional problems over the vacation season   httpurl,1
paid sick days for mental health reasons    httpurl,1
i can t believe i was around for it it was so short but,0
the surprising benefit of eating organic beef you never knew about via fox news   httpurl,1
rt    debbie reynolds april 1   1932   december 28   2016 carrie fisher october 1   1956   december 27   2016 may they rest in p,0
the people who hide their feelings care the most fivereasonstofollow yong,0
i do n t preach much cause i feel like most of you just wanna get on here and look at pointless vines    lol,1
plot twist   you were dating lulu but he refuses to admit that he had a straight fling once,0
innovation dental center httpurl,0
stop caring about their acceptance   stop giving them money or support   problem solved,1
ca n t believe it  s been a year      httpurl,1
innovative wealth management httpurl,0
rt    photo     what the hell is dabbing guys   let arryn and bob demonstrate       via barbermatthew instagram   httpurl,0
on behalf of celtics fans i  m so sorry jae   they  re not real fans httpurl,0
user   frankdolvin httpurl,0
roberson that  s shaqtin,1
thats so shitty lmfao httpurl,0
how much water leaks through your cap to your hair when you go swimming   httpurl,1
almost 304k views on  already,1
talk business   depressiondoesnothavetoruleyourlifehelpisherenow   httpurl,1
gotta stop waiting and start making,1
user   taxicabplymouth httpurl,0
fight like a girl   at the shadowbox film festival   wban   overcome depression   httpurl,1
spyridon bodicam is now following me on twitter   thank you spyridon bodicam   say hello any     httpurl httpurl,0
rt    retweet now to cast a vote for isaiah thomas for all star  glowing_star   httpurl,0
the client       httpurl,1
holy shit aaron rodgers with the hail mary,0
rt    studies show you already meet your soul mate before age 21   me   httpurl,0
rt    that  s what you get for inventing calculus pwussyboi httpurl,0
negative thinking   how to stop your negative thinking   httpurl description   how do you       mos     httpurl,1
friends of 16   yr old jose cruz   who was killed by an off duty police officer   gathering at bachman lake   httpurl,1
would never do that   what really causes you great harm   you do something really stupid   outrageous t     httpurl,0
cyberhoe httpurl,1
please explain how you know when  is telling the truth   he lies everyday   changes his mind all the time,0
having fun    d,1
rt    look at them httpurl,1
live every day like it  s your last because someday you  ll be right,0
hey my dude i love u and i  m glad ur gettin to rest up soon     hope you  re having a great holiday season  purple_heart,0
rt    did n t  say that he  d reveal   by today   something about the russian hacking allegations   that other people,0
rt    the first person to tweet   page 1 of 365   will receive an avada kedavra to the face,0
rt    citation for         httpurl,1
actually not the weirdest thing i  ve heard of after the car conversation,1
can your watch be used to hit people,0
follow the river and you will eventually find the sea,0
i hate the spider but i wont ok,0
ung number po one dapat fivereasonstofollow yong,0
niggas be barely makin it outta church wit any juice left,1
fuck i hope the people i  ve emailed do n t call the branch to talk to me tomorrow   i  d be fucked   everyone would know i was looking at leavin,0
rt    meryl streep was eloquent tonight   we must never stop saying what needs to said   we must never normalize an unstable lying i,0
rt    who  s chimney you dropping down tonight,0
you gained lot of deplorables   suckers like you   you were  regional_indicator_symbol_letter_r  the king of propaganda this year   finally copied f     httpurl,0
user   cultivatedconveniencehomeorganizi httpurl,0
play  zayn   taylor,0
what kind of eyeshadow are you hoping to get,0
rt    if u think its ok to use people then u need to realize that u are a shitbag,1
marry me daddy,0
me on the sidewalk   avoids eye contact almost completely   also me on the sidewalk     oh   hey there   worm   how are you   buddy,0
sure did it was beyond awesome,1
rt    when your friends wo n t run lines with you httpurl,1
did n t tweet anything bad about  today   even though he  s a lying sack a shit who  ll probably get impeached in his first year,0
marriage   health   and wealth is the universe giving me a sign   httpurl,0
the force fx saber is not dueling capable is it      i still havent bought a lightsaber   sobs,0
extreme sportz,0
you  ll say you love me     and ill end up lyin n sayin i love you too,1
bf     how was lunch with your mom     me     great   we had a good talk about relationships     bf     uh oh am i in trouble     shh nobody tell him,1
look at all the economic numbers 37   er   you are so far wrong it  s pathetic       you  re pathetic       httpurl,0
overcome depression   parkinson      s can lead to feeling      off      in many ways   httpurl,1
had to redo a stack of test results that were misfiled   disinfect my desk after someone decided to drop contaminated paperwork on it    pouting_face,1
seattle ain t going nowhere   they only beat the    atlanta is gonna step off in their ass,0
darrell issa   obama antagonist and trump booster   faces toughest election of his life httpurl this crooked creep need to go,0
you really can t brief an unintelligent person on intelligence   get it                                                      httpurl,0
the bigger the fuel   the bigger the flame   nani   flames spread out to the top,0
what a life     she  s such a good girl  red_heart  and def a daddy  s girl      httpurl,1
it  s soundcheck presale rn    you get tickets with soundcheck too,1
rt    calum hood is wonderful pass it on,1
rt    honestly i do n t really like arzaylea but i  m going to mind my own fucking business and y all should too,1
rt    you do n t realize how attached you are to someone until you go without talking to them for a bit,1
rt    i just googled what owls look like without feathers and i am severely shook httpurl,0
user  d uraclean httpurl,0
rt    attending workshops  looking at sexual exploitation   sex work   and sexuality   life course as part of the,1
rt     pizza   fried_shrimp   meat_on_bone   custard   bento_box   sushi   banana   spaghetti   chocolate_bar   cooked_rice   red_apple   hamburger   steaming_bowl   watermelon  food  pot_of_food   shortcake   cooking   chocolate_bar   bread   cookie   doughnut   french_fries,1
its hard opposing your own family   gaj   trust me   been there   done that,0
the less people you chill with   the less bullshit you deal with,1
vince vaughn is the man lmao,1
watch your mouth       uk who runs la now,1
why am i here   do you know what  s going on,0
rt    minions fans   this pattern  s for you httpurl   httpurl,1
i  m bout to go thrilla mike jackson on these niggas,1
my partner and i must defeat yhvh,0
30 000   000 now have ins   yu do not have replace     what the hell do you think you can do with these peo     httpurl,0
tickets for day   night are on sale now mate   how  s the kit coming along    winking_face,1
plant 64 apartment homes httpurl,0
overcome depression   hearing aid offers tinnitus management option     httpurl,1
new md urgent care httpurl,0
i am so stressed out now for me and my coworker  s mental well being   seriously   in the 4 years i  ve known her i  ve never seen her cry,1
omg these manip skills yes vine user starlight never fails us httpurl,0
haha well ironically i  m stuck at a medical school bookstore and we have none of that in our drug section,1
decreasing the results of depression on the life   article teller   httpurl,1
it  s official   i  m sick of seeing    s face in my newsfeed   can america talk about something else   please,1
rt    the big question of trump  s choice for head of the sec   has he chosen a fox to guard the henhouse   httpurl,0
do you know that excessive worrying is a symptom of    httpurl,1
hanged man entered nirvana just by being touched by aleph,0
three simple rules for lifelong health and happiness    it  s monday now go workout        httpurl,1
stop him   before it becomes unreversable,1
httpurl   beimages   celebrity and event photography   photo studio   syndication   httpurl,1
oh   my   god   httpurl,0
yeah obviously,1
horrifying   and true   a marketing aaaaaiiigh   via sohnen moe associates   httpurl,1
poor  and children behavior problems   httpurl,1
big day today  house_with_garden   beaming_face_with_smiling_eyes   party_popper,1
convert a negative stress into a positive one   you see   problems whether big or small   if handled well with a     httpurl,1
i was gonna go to bed but now i  ve committed,1
rt    australia should have sent in rebel wilson on a wrecking ball,1
war veteran turned counselor helps others out of a familiar darkness   overcome depression   httpurl,1
also kanye but after all the trump hooplah i think yall finally understand anyways,0
right now,0
haha   i  ve always understood you otherwise we would n t be friends,1
life is to you a dashing and bold adventure,0
i just realized that dom said he hates him which is exactly what i said about matts tweet god,0
i  m so proud rn,0
you are stupid,0
rt    aboard the aquatic combines   harvesting   weeds in cambs waterways httpurl    07 50 httpurl,1
god ok i made it through 7 days in a row of work thank god i have the next 2 days off httpurl,0
rt     cuddles     httpurl,1
user   kevindwatt httpurl,0
nevermind i found something way cooler   hahaha   just uploaded it,0
good luck buddy,0
will u be running the proposed budget by putin   also   what about crossing the don aft     httpurl,0
we are still in black in white people   unless you  re chinese   then you  re yellow      face_with_tears_of_joy    not racist,1
overcome depression   awake at loveland high school will address anxiety   depression   bullying   httpurl,1
rt    our decisions today define us tomorrow,1
i  m gonna try and get some sleep now   somebody wish me luck,0
im back,1
rt    confirmed   shooting at fort lauderdale   hollywood international airport with multiple people dead   one subject in custo,0
rt    ashton at the new broken scene live  clapping_hands   red_heart   httpurl,1
rt    seeing a lot of   but look how you portray yourself in videos and in your music   you  re so sexual         please hold    nex,0
hey   best place to camp nearby for the saturday august 15th show,1
what the hell   i need to stop eating mcd,0
rt    when you think everything  s going fine   but then they stop texting back httpurl,0
user   nibellowatches httpurl,0
new juans  glasses  httpurl,0
nothing  sleepy_face,0
rt    listen why start a conversation with me if you  re going to stop replying after i respond       what purpose does that achieve,0
looks at profile picture   mmm yes cats tend to shed from time to time,0
oh god,0
nope   ketiak smell   genital smell would make everyone run away,0
rt    80   of people will remain quiet even when they really want to say something in order to avoid an argument with someone the,1
how does your job impact your mental    httpurl,1
rt    america is scared to stand up for cows pigs and chickens like they are scared to stand against slavery   they love pain,1
struggling with  your    httpurl,1
does it start with a d,0
thats what she said,1
sometimes i forget i  ve been diagnosed with depression httpurl via,1
rt     maybe it  s fate,1
sorry to ask   but     mind helping me with these guys,0
tells chris hayes democrats must   fight all the way to inauguration httpurl via,0
advanced dental care of ridgewood httpurl,0
i said that   oops   did n t mean it like that,1
i will do this with u bc i  ve been wanting to watch for a long time,0
i  m glad you  re glad,1
maybe he would n t get that if he was on more so people did n t form a conversation queue due to his absence,1
turns out my dad has a whole collection of doujins under his bed   mostly from the 90s,1
rt    james harden records his 15th career triple double   passing hakeem olajuwon for most triple doubles in rockets franchise,0
are you one of the 37   group,0
mom     so i was checking your credit card statement and i saw this one that says card packs   azfar firdaus   are you gambling   hngsfghfsghfhs,0
signs of mental  and    httpurl,1
it honestly looks like the car equivalent of a tricycle,1
mend   human repair shop httpurl,0
how big is michaels dick   calum            httpurl,1
thats so cool   nak,0
rt    trump said he loved meryl streep in august of 2015   calling her overrated does n t address the point she made last night,0
rt    before and after bellamy blake httpurl,0
hey maura scanlan thanks for the follow,0
i have   dont know much about quantum but they  re the things that do not occupy free space   correct me if i  m wrong though,0
where did you get ittt   my screen is so slippery its hard to do lineart,0
rt    this life has blessed me and my band in a way that i could never of imagined   you guys have turned our world upside down an,1
once you smash there  s no such thing as a power struggle   you  ve allowed penetration of all your walls at that point,1
bad   awful   john c calhoun   geo wallace disciple   so wrong for america s ag     httpurl,0
describe yourself in two words,0
morning motivation  red_heart  httpurl,1
have i told you that i love you already   because i do,1
maybe i should learn to play the guitar,0
you both are beautiful and great people   and your adorable together  3,1
elle and eve httpurl,0
talk business   feelingawayfromsortsadviceforhandlingdepression   httpurl,1
how much does a hangover cost    httpurl,1
just like weather people change tuesyong tilltheend,0
watching an  game with a beer is a lot different than watching it without any beer,0
come on orange   9 2 seconds to houston,1
rt    alan rickman has sadly just passed away at only the age of 69   an amazing actor who will be dearly missed   always   httpurl,1
gasp   you hate me   another gasp   and my fucks ran away,1
changing my twitter name to yummydildo thanks to httpurl,1
found my girlfriend,0
zayn our baby    vote zquad,0
intel report   putin directly ordered effort to influence election  httpurl this is so serious,0
you  re welcome   you deserve it,0
user   frhawn 58 httpurl,0
nigga was almost in tears struggling to open a mini kit kat,1
you be talking forever fangirling and such and ash is all like lol nope i  m done wit you xd,1
well   as usual   this is bellamy   clarke httpurl,0
apparently they like doing what they do   so they decided to support the family by selling high quality sabers   no wonder it takes so long,0
it  s mind over matter when it comes to getting fit and healthy   no one cares if you workout   no one     httpurl,1
feverfew httpurl,1
it was only like three generations ago so at pretty recentish,1
i miss my girl so i  m gonna go to her house and sleep in her bed with her poodle,1
rt    i  m such an idiot,1
restore it back to when   it  s always been bad because of putin and leaders like him   watchwhat nikita khr     httpurl,0
deckchair in the sun   what  s not to love    sun   two_hearts   smiling_face_with_sunglasses   httpurl,1
fuck doing well at work puts me on top of the world   ca n t wait for the new manager to start monday and tell me i  m the man,0
rt    damn dis shit is like common courtesy u bitches must get treated like dirt httpurl,0
rt    underway in the second period,1
hi   is that izzoe tweeting,0
user   sonam 361 httpurl,0
you heard me   when shit hits the fan   you  ll just end up detaching yourself from the problems and just move on,0
this is     astounding httpurl,0
maid in manhattan still gives me the most confusing lady boner ever   httpurl,1
i would be more active today if teachers were n t swallowing my computer with their eyes,1
steelers win,0
the raiders wo n t be able to score with their backup qb   so the texans already have this game won   lol,0
rt    me every time the waiter comes by to ask how the food is   httpurl,1
so   last night   i left the place i was staying at and moved   i  m not here to trash anyone or say bad things   i  ve     httpurl,1
what are you doing for valentine  s day,1
van roy  s law   an unbreakable toy is useful for breaking other toys,0
matlock plumbing inc   httpurl,0
your welcome    3,1
i love these two    and how fast they are growing makes me sad  disappointed_face   httpurl,1
running backwards and shooting aimlessly is a strategy i use waaaay too often,1
i get too excited about flipping calendars over to the new month   when the last day of the month corresponds to the last page in my journal,1
dallas da susan hawk holding her first bilingual town hall meeting at st   pius x catholic church   httpurl,1
a woman,0
if you ever made a movie   what would you call it     from bad to worse httpurl,1
can i buy codeine   not mixed with anything else   in england   httpurl,1
we were having this discourse tonight at work god,0
if you  re in law school   you  re probably depressed   above the law   overcome depression   httpurl,1
iconic httpurl,0
find the essence of joy httpurl,0
if u care more about cows than people i want you to know you do n t have to eat them that   s moral schizophrenia,1
i should  ve taken a picture of the hat of shame   then,1
and depressed   httpurl,1
i think about death and suicide frequently   i know this is a sign of depression   which i have been diagnosed   httpurl,1
yeah   trying to convince my brothers girlfriend to take me haha,1
lmao idk httpurl,1
bombshell   firm link between trump  s apprentice producer and putin discovered httpurl via,0
s high like  high   httpurl,1
see how much  loves you   not   i do n t like you either and most of the country di     httpurl,0
rt    carrie fisher got so much shit for being female   getting older   gaining weight   being bipolar   but she still kept her sense o,0
i  m sick  pensive_face,1
rt    this medley of artists singing   all i want for christmas   on carpool karaoke with james corden is everything  smiling_face_with_heart eyes    httpurl,0
screenshot   i cant wait til ama sees this,0
flow all night,1
